channel_id,requirement_set_id,decoder_policy_id,threshold_0_80_status,threshold_0_90_status,threshold_0_95_status,threshold_0_99_status,threshold_1_00_status,highest_threshold_passed,lowest_threshold_failed,threshold_fragility_class,recovery_provenance_class,registry_digest,cascade_evidence_status,notes
projection_B_channel,req_B,fixed_declared_target_policy,prob_non_erasing,prob_non_erasing,prob_non_erasing,prob_non_erasing,prob_non_erasing,threshold_1_00,,stable_all_thresholds,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
projection_B_channel,req_all_nontrivial,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
projection_B_channel,req_all_nontrivial,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
projection_B_channel,req_joint,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
projection_B_channel,req_joint,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
projection_B_channel,req_joint_and_parity,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
projection_B_channel,req_joint_and_parity,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
projection_B_channel,req_marginals,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
projection_B_channel,req_marginals,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
projection_B_channel,req_parity,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
projection_B_channel,req_parity,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_A,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_A,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,,threshold_0_80,never_recovered,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_B,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_B,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,,threshold_0_80,never_recovered,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_all_nontrivial,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_all_nontrivial,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,,threshold_0_80,never_recovered,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_joint,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_joint,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,,threshold_0_80,never_recovered,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_joint_and_parity,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_joint_and_parity,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,,threshold_0_80,never_recovered,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_marginals,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_marginals,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,,threshold_0_80,never_recovered,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_parity,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
random_channel_same_output_entropy_seed_17,req_parity,fixed_declared_target_policy,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,not_non_erasing_below_threshold,,threshold_0_80,never_recovered,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_A,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_A,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_B,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_B,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_all_nontrivial,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_all_nontrivial,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_joint,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_joint,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_joint_and_parity,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_joint_and_parity,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_marginals,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_marginals,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_parity,bayes_best_target_policy,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,measurement_only_bayes_best,,threshold_0_80,never_recovered,optimized_policy_search,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
total_erasure_channel,req_parity,fixed_declared_target_policy,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,blocked_missing_fixed_target,,threshold_0_80,blocked,fixed_declared_policy_no_registry,unregistered_legacy_source,path_rows_retained,diagnostic pass uses all_required_recovered for Bayes-best and prob_non_erasing for fixed policy
